user_id,product_id,interaction_type,interaction_score
321,39,view,1
321,1,purchase,3
321,198,cart,2
321,59,cart,2
321,237,purchase,3
321,429,cart,2
321,472,cart,2
321,489,view,1
321,2,purchase,3
321,351,view,1
321,260,cart,2
321,27,purchase,3
321,484,purchase,3
321,17,view,1
321,412,view,1
321,352,view,1
321,82,view,1
322,246,cart,2
322,121,cart,2
322,294,purchase,3
322,278,purchase,3
322,449,view,1
322,123,view,1
322,403,view,1
322,167,purchase,3
322,488,cart,2
322,347,cart,2
322,409,purchase,3
322,262,cart,2
322,261,cart,2
322,51,purchase,3
322,243,cart,2
323,26,view,1
323,88,purchase,3
323,80,cart,2
323,7,purchase,3
323,161,view,1
323,186,view,1
323,142,purchase,3
323,248,purchase,3
323,229,purchase,3
323,495,cart,2
323,404,purchase,3
323,115,cart,2
323,60,purchase,3
323,390,cart,2
323,195,purchase,3
323,42,view,1
323,177,view,1
323,358,view,1
323,15,view,1
323,125,purchase,3
324,32,purchase,3
324,372,cart,2
324,68,cart,2
324,373,purchase,3
324,430,view,1
324,325,cart,2
325,325,view,1
325,198,view,1
325,35,cart,2
325,283,view,1
325,113,purchase,3
325,312,cart,2
325,204,cart,2
325,174,purchase,3
325,173,purchase,3
325,361,view,1
325,285,purchase,3
325,225,cart,2
325,472,purchase,3
326,484,view,1
326,366,cart,2
326,432,view,1
326,134,purchase,3
326,115,view,1
326,329,view,1
326,216,view,1
326,60,cart,2
326,1,cart,2
326,164,purchase,3
326,468,purchase,3
326,378,cart,2
326,290,view,1
326,178,view,1
326,6,cart,2
326,62,cart,2
327,360,cart,2
327,35,cart,2
327,325,view,1
327,497,view,1
327,416,cart,2
327,27,cart,2
327,438,purchase,3
327,311,purchase,3
327,334,view,1
327,348,purchase,3
327,360,view,1
327,277,cart,2
327,400,cart,2
328,414,view,1
328,348,view,1
328,57,cart,2
328,232,cart,2
328,239,cart,2
328,301,view,1
328,475,view,1
328,176,cart,2
328,176,cart,2
328,261,view,1
328,244,purchase,3
328,494,purchase,3
328,471,purchase,3
328,25,purchase,3
328,500,purchase,3
328,472,purchase,3
328,226,purchase,3
328,306,view,1
329,203,purchase,3
329,424,purchase,3
329,204,cart,2
329,81,purchase,3
329,481,cart,2
329,396,view,1
329,125,purchase,3
329,305,view,1
329,422,view,1
330,497,purchase,3
330,4,cart,2
330,401,cart,2
330,264,cart,2
330,167,purchase,3
330,145,view,1
330,128,purchase,3
330,488,view,1
330,440,purchase,3
330,314,purchase,3
330,136,purchase,3
330,185,cart,2
331,415,purchase,3
331,393,cart,2
331,392,purchase,3
331,10,cart,2
331,62,view,1
331,4,cart,2
331,111,cart,2
331,201,purchase,3
331,352,cart,2
331,139,purchase,3
332,340,view,1
332,84,purchase,3
332,218,view,1
332,165,view,1
332,280,view,1
332,32,view,1
332,305,cart,2
332,245,view,1
332,397,purchase,3
333,410,cart,2
333,21,view,1
333,483,cart,2
333,16,view,1
333,10,cart,2
333,463,view,1
333,144,cart,2
334,345,view,1
334,388,cart,2
334,326,view,1
334,143,cart,2
334,246,cart,2
334,212,cart,2
334,92,view,1
334,446,view,1
334,352,view,1
334,100,purchase,3
334,498,cart,2
334,457,purchase,3
334,179,view,1
334,417,purchase,3
334,274,cart,2
334,401,purchase,3
334,224,purchase,3
334,365,cart,2
334,484,cart,2
335,70,cart,2
335,187,cart,2
335,290,view,1
335,18,view,1
335,147,purchase,3
336,240,view,1
336,438,cart,2
336,393,purchase,3
336,446,purchase,3
336,200,cart,2
336,55,cart,2
336,157,view,1
336,499,view,1
336,329,purchase,3
337,304,view,1
337,464,view,1
337,355,purchase,3
337,414,purchase,3
337,444,view,1
337,169,view,1
337,132,view,1
337,50,cart,2
337,304,cart,2
337,226,purchase,3
337,13,purchase,3
337,494,cart,2
338,274,cart,2
338,62,purchase,3
338,333,cart,2
338,467,cart,2
338,426,purchase,3
338,138,cart,2
338,402,cart,2
338,276,purchase,3
339,356,view,1
339,379,cart,2
339,162,purchase,3
339,82,purchase,3
339,361,view,1
339,370,purchase,3
339,458,view,1
339,66,cart,2
339,110,cart,2
339,22,purchase,3
339,113,view,1
339,482,cart,2
340,273,purchase,3
340,61,cart,2
340,48,view,1
340,371,purchase,3
340,334,cart,2
340,25,cart,2
340,444,purchase,3
341,264,view,1
341,126,cart,2
341,226,view,1
341,125,purchase,3
341,120,view,1
341,341,view,1
341,73,purchase,3
341,273,cart,2
341,417,view,1
341,279,view,1
341,44,view,1
342,327,purchase,3
342,206,view,1
342,86,cart,2
342,107,purchase,3
342,305,cart,2
343,402,purchase,3
343,308,cart,2
343,379,cart,2
343,480,cart,2
343,392,cart,2
343,191,view,1
343,273,view,1
343,114,cart,2
343,431,view,1
343,129,cart,2
343,378,view,1
343,225,view,1
344,73,cart,2
344,394,cart,2
344,170,purchase,3
344,123,cart,2
344,45,view,1
344,145,view,1
344,105,cart,2
344,338,cart,2
344,77,purchase,3
344,329,view,1
345,460,view,1
345,133,purchase,3
345,25,purchase,3
345,150,cart,2
345,4,cart,2
345,286,cart,2
345,52,purchase,3
345,272,view,1
345,406,purchase,3
345,333,view,1
345,500,view,1
345,51,cart,2
345,244,view,1
345,265,cart,2
345,294,cart,2
345,343,cart,2
345,465,cart,2
345,152,view,1
346,493,view,1
346,26,cart,2
346,65,purchase,3
346,77,cart,2
346,374,purchase,3
346,145,view,1
346,171,view,1
346,67,purchase,3
346,239,cart,2
346,216,cart,2
346,382,purchase,3
346,118,purchase,3
346,109,purchase,3
346,45,purchase,3
346,427,view,1
346,88,view,1
347,355,purchase,3
347,416,cart,2
347,99,view,1
347,367,purchase,3
347,138,cart,2
347,94,purchase,3
347,139,view,1
347,486,cart,2
347,190,view,1
347,417,cart,2
347,149,purchase,3
347,381,view,1
347,322,cart,2
347,80,purchase,3
348,288,cart,2
348,315,view,1
348,237,purchase,3
348,168,cart,2
348,125,view,1
348,432,purchase,3
348,345,purchase,3
348,118,purchase,3
348,427,cart,2
348,442,cart,2
348,481,cart,2
348,323,view,1
349,23,cart,2
349,155,view,1
349,122,view,1
349,331,cart,2
349,484,purchase,3
349,358,view,1
349,204,cart,2
350,451,purchase,3
350,70,cart,2
350,31,cart,2
350,302,purchase,3
350,183,view,1
350,171,cart,2
350,133,cart,2
350,187,view,1
350,374,purchase,3
350,331,purchase,3
350,13,cart,2
350,325,purchase,3
350,370,purchase,3
350,62,view,1
350,408,cart,2
350,157,purchase,3
350,479,view,1
351,104,purchase,3
351,412,purchase,3
351,329,view,1
351,277,view,1
351,144,purchase,3
351,471,view,1
351,203,purchase,3
351,290,purchase,3
351,210,cart,2
351,178,view,1
351,326,purchase,3
351,380,view,1
352,4,purchase,3
352,33,view,1
352,71,view,1
352,204,cart,2
352,495,purchase,3
352,47,purchase,3
352,68,purchase,3
352,323,view,1
352,145,cart,2
352,232,cart,2
352,424,cart,2
352,145,view,1
352,292,cart,2
352,437,view,1
352,187,cart,2
352,388,purchase,3
352,357,view,1
352,150,view,1
352,392,cart,2
353,442,cart,2
353,4,purchase,3
353,443,purchase,3
353,153,view,1
353,429,cart,2
353,307,cart,2
354,43,view,1
354,76,cart,2
354,41,purchase,3
354,436,cart,2
354,379,cart,2
354,206,cart,2
354,378,cart,2
354,13,view,1
354,51,view,1
354,405,cart,2
354,449,cart,2
355,9,purchase,3
355,201,purchase,3
355,115,purchase,3
355,59,purchase,3
355,180,view,1
355,198,cart,2
355,497,cart,2
355,161,purchase,3
355,479,cart,2
355,399,view,1
355,396,purchase,3
356,195,purchase,3
356,158,cart,2
356,24,cart,2
356,319,cart,2
356,252,purchase,3
356,488,cart,2
356,471,cart,2
356,74,cart,2
357,51,cart,2
357,254,view,1
357,147,view,1
357,72,cart,2
357,136,cart,2
357,351,view,1
357,111,purchase,3
357,287,cart,2
357,492,cart,2
357,400,purchase,3
357,372,view,1
358,57,cart,2
358,432,view,1
358,12,view,1
358,79,cart,2
358,15,purchase,3
358,388,purchase,3
358,47,cart,2
358,317,purchase,3
358,380,purchase,3
358,45,view,1
359,427,purchase,3
359,397,cart,2
359,363,view,1
359,175,cart,2
359,367,purchase,3
359,374,view,1
359,416,cart,2
360,94,cart,2
360,306,view,1
360,74,cart,2
360,97,purchase,3
360,370,cart,2
360,465,purchase,3
360,232,purchase,3
360,147,cart,2
360,330,purchase,3
361,395,cart,2
361,192,purchase,3
361,151,view,1
361,304,cart,2
361,70,purchase,3
361,148,cart,2
362,472,purchase,3
362,181,purchase,3
362,273,view,1
362,24,cart,2
362,437,cart,2
362,336,cart,2
362,345,view,1
362,246,cart,2
362,412,purchase,3
362,83,purchase,3
362,249,purchase,3
362,215,view,1
362,407,cart,2
362,73,cart,2
362,287,view,1
362,324,cart,2
362,458,view,1
362,137,cart,2
363,337,cart,2
363,75,view,1
363,264,purchase,3
363,170,cart,2
363,384,view,1
363,260,view,1
363,299,view,1
363,200,cart,2
363,297,view,1
363,119,view,1
363,56,purchase,3
363,300,cart,2
364,273,view,1
364,13,purchase,3
364,26,view,1
364,405,purchase,3
364,422,view,1
365,282,cart,2
365,188,view,1
365,61,cart,2
365,488,view,1
365,165,cart,2
365,308,view,1
365,493,cart,2
365,372,cart,2
365,14,purchase,3
365,119,purchase,3
365,376,cart,2
365,477,view,1
365,91,view,1
365,226,cart,2
365,94,purchase,3
365,167,purchase,3
366,196,cart,2
366,104,view,1
366,166,view,1
366,400,view,1
366,170,cart,2
366,158,purchase,3
366,392,cart,2
366,299,view,1
366,144,view,1
366,438,view,1
366,475,purchase,3
366,193,cart,2
366,56,cart,2
366,284,cart,2
366,293,cart,2
366,390,view,1
366,115,view,1
366,451,cart,2
367,377,cart,2
367,18,view,1
367,240,cart,2
367,63,purchase,3
367,452,cart,2
367,376,purchase,3
367,62,purchase,3
367,241,view,1
367,185,view,1
367,303,view,1
367,129,purchase,3
367,16,purchase,3
367,10,cart,2
367,87,purchase,3
367,379,purchase,3
367,92,purchase,3
367,134,purchase,3
368,86,view,1
368,198,purchase,3
368,390,view,1
368,495,cart,2
368,50,purchase,3
368,344,purchase,3
368,500,view,1
368,458,cart,2
368,102,view,1
368,444,purchase,3
368,418,cart,2
368,221,cart,2
368,293,cart,2
368,327,purchase,3
368,83,purchase,3
368,151,purchase,3
368,362,purchase,3
368,439,view,1
368,248,view,1
369,7,view,1
369,221,view,1
369,340,purchase,3
369,247,purchase,3
369,379,purchase,3
369,335,view,1
369,419,view,1
369,230,cart,2
369,155,view,1
369,428,view,1
369,463,view,1
369,121,view,1
370,222,purchase,3
370,487,view,1
370,327,purchase,3
370,379,cart,2
370,215,purchase,3
370,342,cart,2
370,274,view,1
370,17,view,1
370,379,purchase,3
370,392,view,1
370,302,view,1
370,168,cart,2
370,116,view,1
370,185,purchase,3
370,391,view,1
370,170,view,1
371,446,cart,2
371,446,purchase,3
371,332,cart,2
371,177,cart,2
371,234,view,1
371,242,view,1
371,492,cart,2
371,241,view,1
372,408,cart,2
372,85,cart,2
372,425,purchase,3
372,174,view,1
372,282,purchase,3
372,4,view,1
372,385,cart,2
372,123,view,1
372,368,cart,2
372,84,cart,2
372,8,view,1
373,202,cart,2
373,259,view,1
373,293,purchase,3
373,230,view,1
373,246,purchase,3
373,279,cart,2
373,464,view,1
373,8,view,1
373,369,cart,2
373,337,view,1
373,98,view,1
373,305,cart,2
373,6,purchase,3
373,228,view,1
373,312,cart,2
374,3,purchase,3
374,347,view,1
374,347,view,1
374,108,view,1
374,495,cart,2
374,58,cart,2
374,46,view,1
374,496,cart,2
374,432,view,1
374,282,view,1
374,496,cart,2
374,399,view,1
374,230,purchase,3
374,309,purchase,3
374,457,view,1
374,338,view,1
374,93,cart,2
374,364,purchase,3
374,234,cart,2
375,318,view,1
375,444,purchase,3
375,408,cart,2
375,314,cart,2
375,118,purchase,3
375,176,cart,2
375,407,cart,2
375,324,purchase,3
376,251,cart,2
376,488,purchase,3
376,260,view,1
376,300,cart,2
376,463,cart,2
376,41,cart,2
376,134,view,1
376,240,purchase,3
376,346,view,1
376,383,purchase,3
376,375,purchase,3
376,93,purchase,3
376,271,purchase,3
376,411,purchase,3
376,173,view,1
376,487,cart,2
376,138,cart,2
377,233,view,1
377,317,purchase,3
377,308,cart,2
377,22,purchase,3
377,135,view,1
377,199,purchase,3
377,285,view,1
377,398,view,1
377,335,view,1
377,364,cart,2
377,404,view,1
377,228,cart,2
377,138,purchase,3
377,54,purchase,3
377,204,view,1
377,283,purchase,3
378,187,cart,2
378,338,cart,2
378,271,purchase,3
378,460,view,1
378,239,cart,2
378,59,purchase,3
378,237,purchase,3
378,421,purchase,3
378,122,cart,2
378,304,purchase,3
378,137,cart,2
379,93,cart,2
379,7,purchase,3
379,178,purchase,3
379,187,cart,2
379,76,purchase,3
379,312,purchase,3
379,355,purchase,3
380,414,purchase,3
380,214,view,1
380,77,purchase,3
380,407,purchase,3
380,40,cart,2
380,217,purchase,3
380,393,view,1
380,315,purchase,3
380,108,cart,2
380,368,view,1
380,1,purchase,3
380,18,view,1
380,278,cart,2
380,213,purchase,3
380,277,cart,2
380,315,view,1
380,496,view,1
381,336,view,1
381,333,view,1
381,158,view,1
381,76,purchase,3
381,264,cart,2
381,135,purchase,3
381,125,purchase,3
381,117,purchase,3
381,367,view,1
381,265,cart,2
381,463,cart,2
381,205,purchase,3
381,180,purchase,3
381,318,cart,2
381,243,view,1
381,115,cart,2
381,488,cart,2
381,182,view,1
381,215,purchase,3
382,163,view,1
382,97,view,1
382,252,purchase,3
382,345,cart,2
382,330,purchase,3
382,155,cart,2
383,77,cart,2
383,455,purchase,3
383,72,view,1
383,318,purchase,3
383,459,view,1
383,219,cart,2
383,310,view,1
383,208,purchase,3
383,18,cart,2
384,459,purchase,3
384,186,view,1
384,211,purchase,3
384,423,purchase,3
384,73,cart,2
384,72,cart,2
384,213,cart,2
384,352,cart,2
384,157,view,1
384,188,cart,2
384,416,view,1
384,396,purchase,3
384,146,purchase,3
384,412,view,1
384,489,cart,2
384,20,cart,2
384,409,purchase,3
385,494,view,1
385,433,purchase,3
385,56,purchase,3
385,164,cart,2
385,122,cart,2
385,278,view,1
385,42,view,1
385,20,cart,2
385,147,cart,2
385,109,view,1
385,252,purchase,3
386,17,view,1
386,227,view,1
386,171,purchase,3
386,447,view,1
386,50,cart,2
386,187,view,1
386,55,purchase,3
386,22,purchase,3
386,174,cart,2
386,492,purchase,3
386,134,purchase,3
387,7,cart,2
387,393,view,1
387,80,purchase,3
387,362,purchase,3
387,177,cart,2
388,128,view,1
388,290,purchase,3
388,169,cart,2
388,410,view,1
388,266,view,1
388,493,purchase,3
388,128,view,1
388,431,cart,2
388,270,cart,2
388,446,purchase,3
389,37,cart,2
389,424,purchase,3
389,260,purchase,3
389,57,cart,2
389,51,cart,2
389,113,view,1
389,6,purchase,3
389,85,purchase,3
389,242,purchase,3
389,398,view,1
389,124,cart,2
389,427,cart,2
389,124,view,1
389,418,cart,2
389,140,cart,2
389,187,view,1
389,242,cart,2
389,475,cart,2
389,490,cart,2
389,328,view,1
390,78,purchase,3
390,491,view,1
390,478,view,1
390,117,cart,2
390,46,purchase,3
390,324,purchase,3
390,75,cart,2
390,375,view,1
390,290,cart,2
390,419,cart,2
390,339,purchase,3
390,283,view,1
390,95,purchase,3
390,370,cart,2
390,366,purchase,3
391,5,view,1
391,429,cart,2
391,445,cart,2
391,217,view,1
391,305,view,1
391,8,view,1
391,162,view,1
391,111,view,1
391,402,view,1
391,262,view,1
391,441,view,1
392,100,view,1
392,229,purchase,3
392,9,view,1
392,143,purchase,3
392,475,cart,2
392,321,view,1
392,486,view,1
392,211,purchase,3
392,252,view,1
392,323,cart,2
393,144,view,1
393,59,cart,2
393,462,cart,2
393,11,view,1
393,338,purchase,3
393,284,view,1
394,469,cart,2
394,140,cart,2
394,252,purchase,3
394,214,purchase,3
394,55,purchase,3
394,304,view,1
394,72,purchase,3
394,141,cart,2
394,53,purchase,3
394,19,cart,2
394,324,purchase,3
394,168,purchase,3
395,348,view,1
395,339,purchase,3
395,207,purchase,3
395,127,cart,2
395,388,cart,2
395,176,cart,2
395,490,purchase,3
395,464,cart,2
395,480,view,1
395,465,purchase,3
395,195,purchase,3
395,206,cart,2
395,412,view,1
395,158,purchase,3
395,353,cart,2
395,470,cart,2
395,307,cart,2
395,318,purchase,3
396,93,view,1
396,431,purchase,3
396,299,purchase,3
396,111,view,1
396,97,cart,2
396,465,purchase,3
396,228,view,1
397,473,cart,2
397,495,cart,2
397,178,view,1
397,246,cart,2
397,321,purchase,3
397,388,purchase,3
397,144,cart,2
397,428,purchase,3
397,252,cart,2
398,199,cart,2
398,327,purchase,3
398,6,cart,2
398,227,view,1
398,491,view,1
398,155,view,1
398,176,cart,2
398,172,cart,2
398,333,view,1
398,203,cart,2
398,39,view,1
398,261,cart,2
398,423,view,1
398,76,cart,2
398,102,cart,2
398,4,cart,2
398,411,purchase,3
399,330,view,1
399,405,cart,2
399,197,cart,2
399,9,view,1
399,278,cart,2
399,241,cart,2
399,305,purchase,3
399,24,view,1
399,320,purchase,3
399,85,cart,2
399,257,view,1
399,13,purchase,3
399,354,cart,2
399,498,cart,2
399,9,purchase,3
399,294,purchase,3
399,196,purchase,3
399,341,purchase,3
399,411,cart,2
400,66,cart,2
400,258,view,1
400,362,cart,2
400,4,purchase,3
400,216,cart,2
400,265,view,1
400,22,view,1
400,279,purchase,3
400,92,cart,2
400,385,purchase,3
400,40,purchase,3
400,241,cart,2
400,196,view,1
400,248,view,1
400,362,cart,2
400,500,cart,2
401,389,cart,2
401,118,cart,2
401,30,cart,2
401,164,purchase,3
401,50,view,1
401,426,cart,2
401,63,cart,2
401,378,cart,2
401,345,cart,2
401,290,view,1
401,303,view,1
401,372,purchase,3
401,315,cart,2
401,89,view,1
401,250,cart,2
401,52,view,1
402,15,cart,2
402,45,purchase,3
402,91,view,1
402,250,cart,2
402,197,view,1
402,168,cart,2
402,237,view,1
402,209,cart,2
402,322,cart,2
402,456,purchase,3
402,289,cart,2
402,303,cart,2
402,419,purchase,3
402,487,purchase,3
402,252,view,1
403,202,view,1
403,411,cart,2
403,8,view,1
403,309,view,1
403,180,purchase,3
403,467,purchase,3
403,383,view,1
403,344,purchase,3
403,280,view,1
403,173,cart,2
404,161,view,1
404,198,purchase,3
404,317,view,1
404,302,cart,2
404,84,purchase,3
404,182,view,1
404,153,cart,2
404,431,cart,2
404,232,purchase,3
404,307,view,1
404,88,cart,2
404,378,view,1
404,105,cart,2
404,35,purchase,3
405,459,cart,2
405,17,view,1
405,69,purchase,3
405,471,purchase,3
405,405,purchase,3
405,406,cart,2
406,276,purchase,3
406,213,view,1
406,433,cart,2
406,13,cart,2
406,134,cart,2
406,209,view,1
407,77,cart,2
407,400,view,1
407,271,purchase,3
407,496,cart,2
407,218,view,1
407,142,view,1
407,198,purchase,3
407,114,view,1
407,490,view,1
407,269,cart,2
407,304,cart,2
407,20,purchase,3
407,207,purchase,3
408,87,purchase,3
408,226,purchase,3
408,372,purchase,3
408,158,purchase,3
408,321,purchase,3
408,14,cart,2
408,325,purchase,3
408,135,cart,2
409,94,purchase,3
409,280,view,1
409,142,purchase,3
409,231,purchase,3
409,350,cart,2
409,471,purchase,3
409,499,view,1
409,348,cart,2
409,322,cart,2
409,187,view,1
409,207,cart,2
409,119,cart,2
409,73,cart,2
409,53,view,1
409,299,view,1
409,65,purchase,3
410,153,view,1
410,173,cart,2
410,352,view,1
410,462,purchase,3
410,152,view,1
410,283,cart,2
410,99,cart,2
410,440,cart,2
410,90,view,1
410,19,view,1
410,343,purchase,3
410,284,view,1
410,144,cart,2
411,346,cart,2
411,453,view,1
411,462,view,1
411,71,view,1
411,408,view,1
411,422,view,1
411,156,cart,2
412,444,view,1
412,257,view,1
412,264,cart,2
412,424,purchase,3
412,163,view,1
412,195,view,1
412,73,view,1
412,260,purchase,3
412,349,cart,2
412,369,cart,2
412,189,purchase,3
412,242,purchase,3
412,361,view,1
412,11,cart,2
412,274,view,1
412,136,view,1
412,322,cart,2
412,15,purchase,3
412,500,view,1
412,330,cart,2
413,52,view,1
413,366,cart,2
413,423,cart,2
413,302,purchase,3
413,189,purchase,3
413,492,purchase,3
413,204,cart,2
413,314,view,1
413,23,view,1
413,36,view,1
414,103,cart,2
414,14,view,1
414,152,cart,2
414,111,purchase,3
414,408,view,1
414,404,purchase,3
415,185,view,1
415,499,purchase,3
415,277,view,1
415,340,purchase,3
415,218,purchase,3
415,275,purchase,3
415,185,purchase,3
415,18,view,1
416,88,cart,2
416,362,view,1
416,236,cart,2
416,24,purchase,3
416,10,cart,2
416,463,view,1
416,165,view,1
416,140,view,1
416,228,view,1
416,37,view,1
416,324,cart,2
416,433,cart,2
417,7,purchase,3
417,231,cart,2
417,419,cart,2
417,88,cart,2
417,430,view,1
417,450,cart,2
417,182,cart,2
417,401,cart,2
417,88,view,1
417,112,view,1
417,475,purchase,3
417,278,cart,2
417,449,purchase,3
417,253,cart,2
417,452,cart,2
417,19,cart,2
417,333,purchase,3
418,346,view,1
418,171,purchase,3
418,266,purchase,3
418,118,cart,2
418,341,view,1
418,223,view,1
418,14,purchase,3
418,435,view,1
418,227,view,1
418,225,view,1
419,201,purchase,3
419,399,cart,2
419,307,view,1
419,201,cart,2
419,475,purchase,3
419,161,view,1
419,408,cart,2
419,429,purchase,3
419,205,view,1
419,414,view,1
419,27,purchase,3
420,135,cart,2
420,214,view,1
420,456,view,1
420,108,cart,2
420,380,cart,2
420,415,view,1
420,98,purchase,3
420,187,view,1
420,117,view,1
420,131,view,1
420,115,view,1
420,304,purchase,3
420,203,purchase,3
420,490,cart,2
420,370,purchase,3
420,118,view,1
420,279,view,1
420,362,cart,2
421,154,cart,2
421,354,purchase,3
421,299,purchase,3
421,383,view,1
421,310,purchase,3
421,492,purchase,3
421,292,cart,2
421,271,purchase,3
421,259,view,1
421,84,purchase,3
421,74,cart,2
421,341,cart,2
421,284,cart,2
421,48,view,1
422,449,view,1
422,6,cart,2
422,444,view,1
422,478,purchase,3
422,154,purchase,3
422,172,cart,2
422,207,cart,2
422,124,view,1
422,220,view,1
422,100,purchase,3
422,162,purchase,3
422,156,cart,2
422,384,view,1
422,87,cart,2
423,422,view,1
423,364,cart,2
423,305,cart,2
423,98,cart,2
423,128,cart,2
423,371,purchase,3
423,223,cart,2
423,290,purchase,3
423,476,purchase,3
423,446,purchase,3
423,137,cart,2
423,243,view,1
424,65,view,1
424,435,view,1
424,63,purchase,3
424,472,view,1
424,16,cart,2
424,137,purchase,3
425,32,cart,2
425,359,purchase,3
425,340,view,1
425,5,purchase,3
425,61,purchase,3
425,370,purchase,3
425,3,cart,2
425,492,view,1
425,361,view,1
425,271,view,1
425,269,cart,2
426,23,view,1
426,392,view,1
426,130,cart,2
426,470,cart,2
426,329,purchase,3
426,28,view,1
426,357,cart,2
426,401,cart,2
426,115,view,1
426,385,view,1
426,183,view,1
426,60,cart,2
427,321,view,1
427,143,purchase,3
427,83,purchase,3
427,49,purchase,3
427,371,view,1
427,427,view,1
428,177,view,1
428,293,cart,2
428,151,purchase,3
428,55,cart,2
428,205,cart,2
428,487,cart,2
428,472,view,1
429,185,view,1
429,361,purchase,3
429,413,view,1
429,159,cart,2
429,21,view,1
429,400,cart,2
429,165,purchase,3
429,466,purchase,3
429,58,purchase,3
429,179,cart,2
429,148,purchase,3
429,475,cart,2
429,442,purchase,3
429,100,purchase,3
429,395,view,1
430,26,cart,2
430,271,view,1
430,384,view,1
430,183,view,1
430,24,view,1
430,111,cart,2
430,30,view,1
430,437,purchase,3
430,84,cart,2
430,215,purchase,3
430,301,view,1
430,31,view,1
430,306,cart,2
430,451,view,1
431,181,view,1
431,358,cart,2
431,226,cart,2
431,350,cart,2
431,335,view,1
431,466,cart,2
431,7,view,1
431,244,purchase,3
432,471,view,1
432,32,view,1
432,166,purchase,3
432,135,cart,2
432,118,purchase,3
432,435,cart,2
432,57,purchase,3
432,214,view,1
433,494,view,1
433,10,view,1
433,262,purchase,3
433,357,purchase,3
433,343,cart,2
433,370,view,1
434,404,cart,2
434,124,view,1
434,222,cart,2
434,151,cart,2
434,219,view,1
434,327,view,1
434,487,purchase,3
435,216,purchase,3
435,86,view,1
435,80,cart,2
435,160,purchase,3
435,139,cart,2
435,228,purchase,3
435,271,cart,2
435,437,view,1
435,341,cart,2
435,352,cart,2
435,428,cart,2
435,387,cart,2
435,21,view,1
435,341,view,1
435,22,view,1
436,205,view,1
436,171,purchase,3
436,23,cart,2
436,474,cart,2
436,181,cart,2
436,250,view,1
437,170,view,1
437,476,view,1
437,150,purchase,3
437,49,view,1
437,322,view,1
437,41,purchase,3
437,226,purchase,3
437,237,purchase,3
437,436,cart,2
438,396,purchase,3
438,279,view,1
438,72,cart,2
438,110,purchase,3
438,485,purchase,3
438,190,cart,2
438,14,cart,2
438,47,cart,2
438,198,view,1
438,182,view,1
438,443,cart,2
438,41,cart,2
438,499,cart,2
438,39,cart,2
438,261,purchase,3
438,207,view,1
438,178,cart,2
438,44,view,1
438,168,purchase,3
439,276,view,1
439,289,cart,2
439,348,purchase,3
439,195,view,1
439,464,cart,2
439,276,purchase,3
439,475,purchase,3
439,163,purchase,3
439,403,view,1
439,412,view,1
439,308,cart,2
439,216,purchase,3
440,161,view,1
440,113,purchase,3
440,146,view,1
440,476,view,1
440,367,cart,2
440,384,purchase,3
440,219,purchase,3
440,155,view,1
440,55,cart,2
440,452,cart,2
440,367,view,1
440,93,cart,2
440,191,view,1
440,452,view,1
440,332,purchase,3
440,358,view,1
440,6,cart,2
440,34,cart,2
441,36,purchase,3
441,443,view,1
441,438,cart,2
441,131,view,1
441,438,purchase,3
441,76,view,1
441,273,purchase,3
441,40,cart,2
441,178,purchase,3
441,415,cart,2
441,301,cart,2
441,100,view,1
441,140,purchase,3
441,122,cart,2
441,476,purchase,3
441,124,purchase,3
441,63,view,1
442,79,view,1
442,338,cart,2
442,279,cart,2
442,499,view,1
442,134,purchase,3
442,469,purchase,3
442,266,cart,2
442,181,view,1
442,41,view,1
442,140,cart,2
442,434,purchase,3
442,336,purchase,3
443,45,purchase,3
443,265,purchase,3
443,189,purchase,3
443,91,purchase,3
443,309,view,1
443,99,view,1
443,328,view,1
443,302,purchase,3
443,102,purchase,3
443,34,view,1
444,104,purchase,3
444,473,cart,2
444,200,cart,2
444,330,purchase,3
444,225,cart,2
444,246,cart,2
444,203,view,1
444,371,view,1
444,99,cart,2
444,225,purchase,3
445,279,view,1
445,244,view,1
445,147,purchase,3
445,153,purchase,3
445,261,purchase,3
445,124,purchase,3
445,271,purchase,3
445,151,view,1
445,464,cart,2
445,80,cart,2
445,40,cart,2
445,345,view,1
445,329,cart,2
446,11,view,1
446,406,view,1
446,406,view,1
446,220,view,1
446,484,purchase,3
447,497,purchase,3
447,400,purchase,3
447,141,view,1
447,359,cart,2
447,368,purchase,3
447,111,purchase,3
447,335,view,1
447,83,cart,2
447,237,cart,2
447,454,cart,2
447,429,view,1
447,494,view,1
447,174,purchase,3
447,304,cart,2
448,107,view,1
448,381,cart,2
448,360,view,1
448,450,cart,2
448,387,cart,2
448,157,view,1
448,43,cart,2
448,259,cart,2
448,69,purchase,3
448,278,cart,2
448,457,cart,2
448,107,cart,2
448,247,purchase,3
448,98,view,1
448,56,purchase,3
448,30,cart,2
448,370,cart,2
448,87,purchase,3
448,176,cart,2
448,417,purchase,3
449,46,cart,2
449,154,cart,2
449,129,view,1
449,92,purchase,3
449,435,purchase,3
449,21,purchase,3
449,263,purchase,3
449,412,cart,2
449,259,cart,2
449,457,view,1
449,281,purchase,3
449,358,view,1
449,394,view,1
449,400,view,1
449,148,view,1
449,480,cart,2
449,252,cart,2
450,492,view,1
450,494,view,1
450,374,view,1
450,256,view,1
450,222,view,1
450,62,cart,2
