product_id,name,category,material,color,style,price,rating,description
266,Industrial Wardrobe,Wardrobe,Metal,White,Minimalist,25640.33,4.7,Minimalist White Metal Wardrobe
267,Industrial Sofa,Sofa,Metal,Grey,Contemporary,8936.38,4.8,Contemporary Grey Metal Sofa
268,Vintage Chair,Chair,Leather,Grey,Modern,13279.66,4.1,Modern Grey Leather Chair
269,Vintage Wardrobe,Wardrobe,Metal,Blue,Vintage,31106.99,2.7,Vintage Blue Metal Wardrobe
270,Industrial Chair,Chair,Leather,White,Contemporary,33277.91,4.3,Contemporary White Leather Chair
271,Vintage Wardrobe,Wardrobe,Leather,Black,Modern,4979.92,4.9,Modern Black Leather Wardrobe
272,Vintage Wardrobe,Wardrobe,Metal,Beige,Minimalist,31287.31,2.6,Minimalist Beige Metal Wardrobe
273,Vintage Wardrobe,Wardrobe,Glass,Brown,Contemporary,40429.72,4.2,Contemporary Brown Glass Wardrobe
274,Minimalist Table,Table,Wood,Blue,Modern,8745.94,3.5,Modern Blue Wood Table
275,Contemporary Bed,Bed,Glass,Beige,Contemporary,16316.54,4.3,Contemporary Beige Glass Bed
276,Minimalist Table,Table,Metal,Grey,Industrial,28520.91,3.3,Industrial Grey Metal Table
277,Modern Bed,Bed,Glass,Brown,Contemporary,7903.0,2.6,Contemporary Brown Glass Bed
278,Industrial Bed,Bed,Fabric,White,Contemporary,40860.41,4.8,Contemporary White Fabric Bed
279,Contemporary Table,Table,Metal,Brown,Industrial,23873.94,4.7,Industrial Brown Metal Table
280,Modern Bed,Bed,Wood,Brown,Industrial,23404.3,3.1,Industrial Brown Wood Bed
281,Vintage Wardrobe,Wardrobe,Wood,Black,Vintage,25249.82,4.7,Vintage Black Wood Wardrobe
282,Vintage Bed,Bed,Leather,Black,Modern,22115.46,4.7,Modern Black Leather Bed
283,Minimalist Table,Table,Glass,Black,Minimalist,3506.73,3.9,Minimalist Black Glass Table
284,Industrial Table,Table,Glass,Black,Minimalist,25708.52,4.4,Minimalist Black Glass Table
285,Industrial Table,Table,Leather,Black,Contemporary,48779.06,3.5,Contemporary Black Leather Table
286,Industrial Table,Table,Glass,White,Contemporary,30520.68,3.5,Contemporary White Glass Table
287,Modern Sofa,Sofa,Wood,White,Vintage,40394.33,3.8,Vintage White Wood Sofa
288,Industrial Chair,Chair,Leather,White,Vintage,46637.07,3.3,Vintage White Leather Chair
289,Industrial Bed,Bed,Glass,Beige,Vintage,25858.43,3.8,Vintage Beige Glass Bed
290,Industrial Bed,Bed,Glass,Brown,Modern,19049.53,4.2,Modern Brown Glass Bed
291,Industrial Bed,Bed,Glass,Blue,Modern,30248.57,3.2,Modern Blue Glass Bed
292,Industrial Wardrobe,Wardrobe,Metal,Blue,Modern,29592.64,2.9,Modern Blue Metal Wardrobe
293,Minimalist Wardrobe,Wardrobe,Metal,Blue,Contemporary,2546.96,4.9,Contemporary Blue Metal Wardrobe
294,Contemporary Sofa,Sofa,Wood,Brown,Vintage,21520.23,3.5,Vintage Brown Wood Sofa
295,Minimalist Chair,Chair,Leather,Beige,Minimalist,43768.07,4.3,Minimalist Beige Leather Chair
296,Contemporary Sofa,Sofa,Leather,White,Industrial,16927.43,4.2,Industrial White Leather Sofa
297,Minimalist Wardrobe,Wardrobe,Glass,White,Minimalist,45694.08,3.4,Minimalist White Glass Wardrobe
298,Vintage Table,Table,Leather,Brown,Contemporary,47909.53,3.2,Contemporary Brown Leather Table
299,Contemporary Table,Table,Glass,Grey,Contemporary,34821.76,3.7,Contemporary Grey Glass Table
300,Vintage Bed,Bed,Leather,Blue,Vintage,15101.68,3.9,Vintage Blue Leather Bed
301,Minimalist Wardrobe,Wardrobe,Fabric,Grey,Contemporary,15232.18,3.2,Contemporary Grey Fabric Wardrobe
302,Vintage Sofa,Sofa,Fabric,Blue,Vintage,37619.59,3.0,Vintage Blue Fabric Sofa
303,Vintage Wardrobe,Wardrobe,Leather,Blue,Vintage,7726.37,4.0,Vintage Blue Leather Wardrobe
304,Contemporary Wardrobe,Wardrobe,Metal,Black,Industrial,12057.91,3.1,Industrial Black Metal Wardrobe
305,Minimalist Sofa,Sofa,Glass,Blue,Minimalist,5926.7,4.4,Minimalist Blue Glass Sofa
306,Industrial Sofa,Sofa,Metal,Brown,Minimalist,24394.98,3.0,Minimalist Brown Metal Sofa
307,Vintage Table,Table,Glass,Blue,Modern,45488.91,2.7,Modern Blue Glass Table
308,Contemporary Wardrobe,Wardrobe,Leather,Blue,Modern,45748.26,2.9,Modern Blue Leather Wardrobe
309,Modern Chair,Chair,Fabric,Brown,Contemporary,46893.83,4.9,Contemporary Brown Fabric Chair
310,Modern Table,Table,Wood,Grey,Industrial,30536.37,4.8,Industrial Grey Wood Table
311,Vintage Table,Table,Fabric,Blue,Industrial,26691.61,4.7,Industrial Blue Fabric Table
312,Industrial Chair,Chair,Fabric,Grey,Contemporary,40631.88,3.3,Contemporary Grey Fabric Chair
313,Vintage Bed,Bed,Metal,Black,Vintage,39747.62,3.9,Vintage Black Metal Bed
314,Contemporary Chair,Chair,Leather,Blue,Minimalist,41522.5,3.8,Minimalist Blue Leather Chair
315,Minimalist Sofa,Sofa,Wood,White,Contemporary,24395.25,4.8,Contemporary White Wood Sofa
316,Vintage Sofa,Sofa,Fabric,White,Minimalist,37934.08,4.9,Minimalist White Fabric Sofa
317,Industrial Table,Table,Leather,Black,Vintage,33030.48,4.2,Vintage Black Leather Table
318,Modern Sofa,Sofa,Fabric,Grey,Contemporary,20865.41,3.8,Contemporary Grey Fabric Sofa
319,Modern Table,Table,Glass,Grey,Industrial,11821.61,4.9,Industrial Grey Glass Table
320,Contemporary Bed,Bed,Fabric,Blue,Industrial,19307.62,4.3,Industrial Blue Fabric Bed
321,Industrial Bed,Bed,Metal,White,Industrial,43783.62,2.7,Industrial White Metal Bed
322,Industrial Bed,Bed,Glass,Black,Industrial,6498.23,4.6,Industrial Black Glass Bed
323,Contemporary Wardrobe,Wardrobe,Leather,Beige,Contemporary,9062.32,4.6,Contemporary Beige Leather Wardrobe
324,Modern Bed,Bed,Metal,Blue,Industrial,24952.57,4.7,Industrial Blue Metal Bed
325,Modern Bed,Bed,Fabric,White,Industrial,21355.8,3.9,Industrial White Fabric Bed
326,Minimalist Wardrobe,Wardrobe,Glass,Blue,Modern,20401.49,4.5,Modern Blue Glass Wardrobe
327,Industrial Chair,Chair,Wood,Black,Minimalist,17881.91,2.7,Minimalist Black Wood Chair
328,Modern Sofa,Sofa,Fabric,Black,Vintage,21034.48,4.4,Vintage Black Fabric Sofa
329,Vintage Bed,Bed,Fabric,Brown,Minimalist,19406.63,4.2,Minimalist Brown Fabric Bed
330,Contemporary Wardrobe,Wardrobe,Glass,Black,Contemporary,49649.49,3.5,Contemporary Black Glass Wardrobe
331,Contemporary Chair,Chair,Wood,Black,Vintage,23687.19,4.3,Vintage Black Wood Chair
332,Industrial Bed,Bed,Fabric,White,Contemporary,23570.64,2.9,Contemporary White Fabric Bed
333,Modern Chair,Chair,Wood,Blue,Minimalist,31131.24,4.8,Minimalist Blue Wood Chair
334,Contemporary Sofa,Sofa,Metal,Black,Modern,30103.26,3.6,Modern Black Metal Sofa
335,Contemporary Sofa,Sofa,Wood,Brown,Minimalist,12482.62,3.0,Minimalist Brown Wood Sofa
336,Contemporary Sofa,Sofa,Leather,Grey,Contemporary,40973.53,4.3,Contemporary Grey Leather Sofa
337,Industrial Table,Table,Leather,Blue,Vintage,12608.3,4.7,Vintage Blue Leather Table
338,Contemporary Wardrobe,Wardrobe,Fabric,Grey,Vintage,3986.92,4.9,Vintage Grey Fabric Wardrobe
339,Minimalist Chair,Chair,Leather,Brown,Modern,48642.22,4.9,Modern Brown Leather Chair
340,Industrial Bed,Bed,Glass,Blue,Minimalist,21004.7,3.2,Minimalist Blue Glass Bed
341,Industrial Chair,Chair,Fabric,White,Contemporary,15736.08,4.3,Contemporary White Fabric Chair
342,Modern Bed,Bed,Leather,Brown,Minimalist,28307.05,2.8,Minimalist Brown Leather Bed
343,Vintage Chair,Chair,Metal,Grey,Modern,46189.08,4.6,Modern Grey Metal Chair
344,Industrial Sofa,Sofa,Metal,Black,Vintage,19481.23,4.0,Vintage Black Metal Sofa
345,Modern Sofa,Sofa,Metal,Beige,Industrial,11633.81,3.0,Industrial Beige Metal Sofa
346,Vintage Table,Table,Wood,White,Contemporary,48141.8,2.8,Contemporary White Wood Table
347,Contemporary Bed,Bed,Leather,Blue,Contemporary,20434.97,3.1,Contemporary Blue Leather Bed
348,Vintage Table,Table,Fabric,Brown,Industrial,32787.35,3.3,Industrial Brown Fabric Table
349,Industrial Table,Table,Fabric,Brown,Modern,40338.01,4.3,Modern Brown Fabric Table
350,Contemporary Table,Table,Glass,Grey,Minimalist,3240.06,4.7,Minimalist Grey Glass Table
351,Modern Chair,Chair,Glass,Beige,Industrial,29378.0,3.5,Industrial Beige Glass Chair
352,Contemporary Chair,Chair,Glass,White,Minimalist,28919.69,3.1,Minimalist White Glass Chair
353,Vintage Wardrobe,Wardrobe,Glass,Brown,Minimalist,23580.62,4.3,Minimalist Brown Glass Wardrobe
354,Contemporary Table,Table,Metal,Blue,Industrial,24927.5,4.8,Industrial Blue Metal Table
355,Modern Wardrobe,Wardrobe,Leather,Black,Modern,47314.22,4.2,Modern Black Leather Wardrobe
356,Minimalist Sofa,Sofa,Metal,Blue,Contemporary,4330.43,2.9,Contemporary Blue Metal Sofa
357,Industrial Chair,Chair,Fabric,Grey,Modern,31273.93,4.2,Modern Grey Fabric Chair
358,Minimalist Wardrobe,Wardrobe,Fabric,Black,Modern,27078.41,3.5,Modern Black Fabric Wardrobe
359,Industrial Sofa,Sofa,Glass,Beige,Vintage,1839.99,4.5,Vintage Beige Glass Sofa
360,Contemporary Bed,Bed,Wood,Black,Industrial,8295.98,3.0,Industrial Black Wood Bed
361,Vintage Wardrobe,Wardrobe,Glass,Grey,Minimalist,4871.94,4.9,Minimalist Grey Glass Wardrobe
362,Industrial Bed,Bed,Metal,Blue,Contemporary,15698.76,4.6,Contemporary Blue Metal Bed
363,Modern Sofa,Sofa,Wood,Brown,Minimalist,19481.31,3.7,Minimalist Brown Wood Sofa
364,Contemporary Sofa,Sofa,Wood,Brown,Minimalist,32600.45,3.3,Minimalist Brown Wood Sofa
365,Industrial Sofa,Sofa,Wood,White,Contemporary,45162.37,4.2,Contemporary White Wood Sofa
366,Minimalist Wardrobe,Wardrobe,Glass,Black,Modern,34537.01,3.2,Modern Black Glass Wardrobe
367,Industrial Wardrobe,Wardrobe,Wood,White,Vintage,1767.25,3.0,Vintage White Wood Wardrobe
368,Minimalist Chair,Chair,Wood,Grey,Contemporary,28633.95,3.9,Contemporary Grey Wood Chair
369,Industrial Bed,Bed,Glass,Brown,Contemporary,39734.41,4.2,Contemporary Brown Glass Bed
370,Industrial Sofa,Sofa,Glass,Black,Modern,22417.32,4.6,Modern Black Glass Sofa
371,Industrial Table,Table,Leather,Beige,Minimalist,48477.11,3.3,Minimalist Beige Leather Table
372,Minimalist Table,Table,Fabric,White,Vintage,28098.85,3.4,Vintage White Fabric Table
373,Industrial Chair,Chair,Fabric,Black,Industrial,15473.59,3.1,Industrial Black Fabric Chair
374,Modern Sofa,Sofa,Glass,White,Minimalist,35872.18,4.1,Minimalist White Glass Sofa
375,Vintage Bed,Bed,Glass,Black,Modern,1254.57,3.3,Modern Black Glass Bed
376,Vintage Table,Table,Wood,White,Modern,10182.2,3.6,Modern White Wood Table
377,Industrial Wardrobe,Wardrobe,Fabric,Black,Modern,5391.32,3.9,Modern Black Fabric Wardrobe
378,Industrial Wardrobe,Wardrobe,Glass,Brown,Modern,15300.52,3.5,Modern Brown Glass Wardrobe
379,Industrial Sofa,Sofa,Metal,Beige,Industrial,9309.56,3.5,Industrial Beige Metal Sofa
380,Vintage Chair,Chair,Glass,Grey,Minimalist,8150.81,2.9,Minimalist Grey Glass Chair
381,Minimalist Table,Table,Glass,Brown,Modern,18695.12,4.9,Modern Brown Glass Table
382,Industrial Bed,Bed,Leather,White,Minimalist,6241.65,3.3,Minimalist White Leather Bed
383,Vintage Bed,Bed,Leather,Brown,Vintage,22570.92,3.6,Vintage Brown Leather Bed
384,Contemporary Wardrobe,Wardrobe,Glass,Grey,Industrial,47416.67,3.0,Industrial Grey Glass Wardrobe
385,Contemporary Table,Table,Fabric,Grey,Vintage,37008.84,4.1,Vintage Grey Fabric Table
386,Contemporary Wardrobe,Wardrobe,Glass,Brown,Vintage,41008.23,3.5,Vintage Brown Glass Wardrobe
387,Industrial Sofa,Sofa,Metal,Beige,Industrial,9816.43,4.4,Industrial Beige Metal Sofa
388,Minimalist Sofa,Sofa,Metal,Brown,Vintage,41732.81,2.7,Vintage Brown Metal Sofa
389,Minimalist Bed,Bed,Metal,Blue,Vintage,12859.04,4.1,Vintage Blue Metal Bed
390,Minimalist Bed,Bed,Wood,Brown,Industrial,24482.5,3.5,Industrial Brown Wood Bed
391,Minimalist Wardrobe,Wardrobe,Leather,Black,Vintage,35380.08,4.5,Vintage Black Leather Wardrobe
392,Modern Wardrobe,Wardrobe,Wood,White,Vintage,9150.59,4.0,Vintage White Wood Wardrobe
393,Minimalist Wardrobe,Wardrobe,Glass,Brown,Modern,1516.84,3.1,Modern Brown Glass Wardrobe
394,Industrial Wardrobe,Wardrobe,Leather,Beige,Industrial,11830.56,3.4,Industrial Beige Leather Wardrobe
395,Industrial Bed,Bed,Leather,White,Vintage,49887.43,3.7,Vintage White Leather Bed
396,Minimalist Table,Table,Wood,Black,Contemporary,18068.1,3.4,Contemporary Black Wood Table
397,Industrial Chair,Chair,Fabric,Grey,Minimalist,5783.53,4.3,Minimalist Grey Fabric Chair
398,Vintage Bed,Bed,Wood,Grey,Modern,40699.11,2.8,Modern Grey Wood Bed
399,Modern Table,Table,Metal,Blue,Contemporary,26283.7,3.9,Contemporary Blue Metal Table
400,Industrial Table,Table,Fabric,Brown,Contemporary,40090.03,4.1,Contemporary Brown Fabric Table
401,Minimalist Chair,Chair,Fabric,Black,Industrial,44271.77,3.6,Industrial Black Fabric Chair
402,Minimalist Bed,Bed,Wood,Blue,Contemporary,11083.44,4.4,Contemporary Blue Wood Bed
403,Industrial Sofa,Sofa,Wood,Beige,Contemporary,18923.86,3.0,Contemporary Beige Wood Sofa
404,Vintage Sofa,Sofa,Fabric,Beige,Vintage,30251.57,4.0,Vintage Beige Fabric Sofa
405,Modern Wardrobe,Wardrobe,Glass,Grey,Minimalist,31250.77,4.5,Minimalist Grey Glass Wardrobe
406,Industrial Table,Table,Leather,Black,Contemporary,16346.1,3.1,Contemporary Black Leather Table
407,Contemporary Sofa,Sofa,Glass,Blue,Contemporary,26030.42,3.5,Contemporary Blue Glass Sofa
408,Industrial Chair,Chair,Fabric,Brown,Contemporary,24846.84,3.8,Contemporary Brown Fabric Chair
409,Industrial Chair,Chair,Metal,Brown,Vintage,7874.53,3.3,Vintage Brown Metal Chair
410,Industrial Bed,Bed,Wood,Grey,Modern,24745.84,3.0,Modern Grey Wood Bed
411,Industrial Bed,Bed,Leather,Blue,Minimalist,21047.58,3.7,Minimalist Blue Leather Bed
412,Minimalist Bed,Bed,Metal,Black,Industrial,2512.17,4.4,Industrial Black Metal Bed
413,Modern Table,Table,Glass,White,Industrial,15144.85,4.5,Industrial White Glass Table
414,Minimalist Wardrobe,Wardrobe,Leather,Beige,Modern,29062.99,3.2,Modern Beige Leather Wardrobe
415,Vintage Wardrobe,Wardrobe,Leather,Black,Minimalist,27771.31,5.0,Minimalist Black Leather Wardrobe
416,Contemporary Sofa,Sofa,Glass,Black,Minimalist,13877.95,4.7,Minimalist Black Glass Sofa
417,Minimalist Sofa,Sofa,Wood,White,Contemporary,40724.43,4.0,Contemporary White Wood Sofa
418,Industrial Table,Table,Fabric,White,Industrial,7822.51,3.0,Industrial White Fabric Table
419,Modern Chair,Chair,Leather,Grey,Industrial,14773.17,3.8,Industrial Grey Leather Chair
420,Vintage Table,Table,Glass,Beige,Vintage,47667.47,3.8,Vintage Beige Glass Table
421,Contemporary Sofa,Sofa,Fabric,Black,Vintage,43485.33,2.8,Vintage Black Fabric Sofa
422,Contemporary Chair,Chair,Metal,Blue,Vintage,41595.61,4.4,Vintage Blue Metal Chair
423,Minimalist Bed,Bed,Metal,Beige,Vintage,31762.83,3.4,Vintage Beige Metal Bed
424,Modern Sofa,Sofa,Fabric,Beige,Vintage,35040.48,4.7,Vintage Beige Fabric Sofa
425,Minimalist Bed,Bed,Glass,Beige,Modern,43576.48,4.6,Modern Beige Glass Bed
426,Minimalist Sofa,Sofa,Glass,Black,Industrial,20488.08,4.9,Industrial Black Glass Sofa
427,Minimalist Chair,Chair,Glass,Grey,Vintage,17550.0,3.9,Vintage Grey Glass Chair
428,Minimalist Wardrobe,Wardrobe,Glass,Blue,Modern,3251.2,4.1,Modern Blue Glass Wardrobe
429,Modern Bed,Bed,Wood,White,Minimalist,23369.39,5.0,Minimalist White Wood Bed
430,Contemporary Bed,Bed,Metal,Blue,Vintage,8789.9,4.8,Vintage Blue Metal Bed
431,Modern Table,Table,Glass,Grey,Modern,19220.34,4.8,Modern Grey Glass Table
432,Modern Chair,Chair,Fabric,Blue,Vintage,36573.43,4.4,Vintage Blue Fabric Chair
433,Modern Bed,Bed,Wood,Black,Contemporary,24363.53,2.8,Contemporary Black Wood Bed
434,Industrial Chair,Chair,Fabric,Black,Modern,35084.26,4.5,Modern Black Fabric Chair
435,Contemporary Bed,Bed,Fabric,Black,Contemporary,19770.43,4.3,Contemporary Black Fabric Bed
436,Modern Sofa,Sofa,Glass,Grey,Vintage,7719.34,4.4,Vintage Grey Glass Sofa
437,Contemporary Chair,Chair,Wood,Beige,Industrial,1415.26,4.1,Industrial Beige Wood Chair
438,Vintage Bed,Bed,Metal,Blue,Contemporary,46074.81,4.0,Contemporary Blue Metal Bed
439,Contemporary Bed,Bed,Wood,Black,Contemporary,37869.84,4.0,Contemporary Black Wood Bed
440,Vintage Bed,Bed,Fabric,Grey,Contemporary,13141.53,4.1,Contemporary Grey Fabric Bed
441,Industrial Chair,Chair,Leather,Beige,Industrial,14961.12,4.9,Industrial Beige Leather Chair
442,Vintage Sofa,Sofa,Metal,Beige,Industrial,25966.61,4.4,Industrial Beige Metal Sofa
443,Modern Table,Table,Metal,Brown,Minimalist,6524.44,3.7,Minimalist Brown Metal Table
444,Modern Wardrobe,Wardrobe,Leather,Black,Vintage,46762.3,2.8,Vintage Black Leather Wardrobe
445,Minimalist Wardrobe,Wardrobe,Glass,Beige,Contemporary,38373.57,4.9,Contemporary Beige Glass Wardrobe
446,Modern Sofa,Sofa,Leather,Black,Modern,13847.08,2.6,Modern Black Leather Sofa
447,Minimalist Sofa,Sofa,Leather,Grey,Industrial,38588.39,3.6,Industrial Grey Leather Sofa
448,Modern Bed,Bed,Leather,Beige,Industrial,8481.34,2.7,Industrial Beige Leather Bed
449,Industrial Sofa,Sofa,Metal,White,Industrial,17010.76,4.0,Industrial White Metal Sofa
450,Vintage Sofa,Sofa,Fabric,Blue,Contemporary,3837.39,2.7,Contemporary Blue Fabric Sofa
451,Modern Bed,Bed,Fabric,Beige,Industrial,3696.4,4.2,Industrial Beige Fabric Bed
452,Modern Chair,Chair,Wood,Blue,Contemporary,35373.48,2.9,Contemporary Blue Wood Chair
453,Industrial Table,Table,Leather,Blue,Vintage,9181.18,2.8,Vintage Blue Leather Table
454,Modern Table,Table,Wood,Grey,Minimalist,14327.05,2.7,Minimalist Grey Wood Table
455,Modern Wardrobe,Wardrobe,Fabric,Brown,Industrial,18646.07,3.7,Industrial Brown Fabric Wardrobe
456,Contemporary Wardrobe,Wardrobe,Glass,White,Vintage,38893.12,4.7,Vintage White Glass Wardrobe
457,Contemporary Sofa,Sofa,Leather,Black,Modern,43075.76,2.5,Modern Black Leather Sofa
458,Minimalist Sofa,Sofa,Glass,Brown,Contemporary,9769.09,4.9,Contemporary Brown Glass Sofa
459,Industrial Sofa,Sofa,Fabric,White,Vintage,13164.9,4.8,Vintage White Fabric Sofa
460,Vintage Table,Table,Wood,Beige,Vintage,6850.65,4.2,Vintage Beige Wood Table
461,Contemporary Sofa,Sofa,Metal,Beige,Modern,47749.89,2.7,Modern Beige Metal Sofa
462,Vintage Bed,Bed,Glass,Grey,Modern,28101.48,2.5,Modern Grey Glass Bed
463,Vintage Chair,Chair,Leather,Grey,Industrial,12886.62,3.4,Industrial Grey Leather Chair
464,Contemporary Bed,Bed,Leather,White,Contemporary,1312.52,3.5,Contemporary White Leather Bed
465,Industrial Chair,Chair,Glass,Blue,Modern,47598.52,2.5,Modern Blue Glass Chair
466,Vintage Bed,Bed,Wood,White,Industrial,49172.67,3.5,Industrial White Wood Bed
467,Contemporary Sofa,Sofa,Glass,Black,Modern,46142.45,4.7,Modern Black Glass Sofa
468,Minimalist Wardrobe,Wardrobe,Glass,Brown,Modern,29457.76,3.8,Modern Brown Glass Wardrobe
469,Modern Bed,Bed,Leather,Beige,Modern,22314.16,4.9,Modern Beige Leather Bed
470,Vintage Chair,Chair,Glass,Grey,Minimalist,35335.55,4.3,Minimalist Grey Glass Chair
471,Minimalist Table,Table,Glass,White,Modern,47234.18,2.8,Modern White Glass Table
472,Modern Wardrobe,Wardrobe,Metal,Black,Contemporary,23028.77,3.3,Contemporary Black Metal Wardrobe
473,Industrial Sofa,Sofa,Glass,White,Minimalist,16107.08,3.2,Minimalist White Glass Sofa
474,Modern Sofa,Sofa,Metal,Blue,Vintage,41492.95,4.2,Vintage Blue Metal Sofa
475,Contemporary Sofa,Sofa,Glass,White,Modern,35846.71,4.9,Modern White Glass Sofa
476,Industrial Bed,Bed,Wood,Blue,Vintage,13748.17,5.0,Vintage Blue Wood Bed
477,Minimalist Sofa,Sofa,Fabric,Beige,Industrial,13242.78,3.7,Industrial Beige Fabric Sofa
478,Modern Chair,Chair,Wood,Black,Contemporary,7405.05,4.6,Contemporary Black Wood Chair
479,Modern Table,Table,Leather,Beige,Vintage,45954.0,2.7,Vintage Beige Leather Table
480,Contemporary Sofa,Sofa,Fabric,White,Modern,45348.82,4.6,Modern White Fabric Sofa
481,Modern Table,Table,Wood,Brown,Modern,9231.47,3.9,Modern Brown Wood Table
482,Minimalist Bed,Bed,Wood,Brown,Minimalist,9467.55,3.0,Minimalist Brown Wood Bed
483,Vintage Chair,Chair,Glass,Brown,Contemporary,2697.82,4.0,Contemporary Brown Glass Chair
484,Vintage Chair,Chair,Fabric,Brown,Industrial,24472.52,2.7,Industrial Brown Fabric Chair
485,Contemporary Bed,Bed,Fabric,White,Industrial,13208.24,5.0,Industrial White Fabric Bed
486,Modern Wardrobe,Wardrobe,Fabric,Blue,Vintage,24504.54,4.5,Vintage Blue Fabric Wardrobe
487,Industrial Table,Table,Leather,Grey,Minimalist,14251.35,2.6,Minimalist Grey Leather Table
488,Contemporary Wardrobe,Wardrobe,Wood,Grey,Modern,40624.04,3.7,Modern Grey Wood Wardrobe
489,Industrial Table,Table,Metal,White,Modern,13145.0,3.1,Modern White Metal Table
490,Modern Wardrobe,Wardrobe,Metal,Beige,Minimalist,18385.43,4.6,Minimalist Beige Metal Wardrobe
491,Contemporary Chair,Chair,Metal,Beige,Vintage,40504.3,4.2,Vintage Beige Metal Chair
492,Modern Wardrobe,Wardrobe,Glass,Beige,Industrial,7963.01,4.9,Industrial Beige Glass Wardrobe
493,Industrial Bed,Bed,Glass,White,Minimalist,2860.22,2.6,Minimalist White Glass Bed
494,Contemporary Wardrobe,Wardrobe,Wood,Beige,Minimalist,1033.49,4.8,Minimalist Beige Wood Wardrobe
495,Contemporary Chair,Chair,Glass,Blue,Contemporary,46020.26,4.6,Contemporary Blue Glass Chair
496,Modern Table,Table,Wood,White,Industrial,35530.12,2.9,Industrial White Wood Table
497,Industrial Sofa,Sofa,Glass,Black,Vintage,35522.36,4.2,Vintage Black Glass Sofa
498,Modern Wardrobe,Wardrobe,Glass,Grey,Vintage,7686.13,2.9,Vintage Grey Glass Wardrobe
499,Minimalist Bed,Bed,Glass,White,Industrial,34984.46,4.8,Industrial White Glass Bed
